Вес;Метка времени;Дата;Время;Импеданс;Индекс массы тела;Вода;Мышцы;Жир;Масса тела;Висцеральный жир;BMR
63.9;1633978980000;12 окт. 2021 г.;00:03;493;22.1;57.0;50.400001525878906;16.899999618530273;2.7;7;1447
63.9;1634258940000;15 окт. 2021 г.;05:49;489;22.1;57.099998474121094;50.5;16.799999237060547;2.7;7;1447
64.3;1634494440000;17 окт. 2021 г.;23:14;65533;22.249136;56.795860290527344;0.0;17.168964385986328;0.0;0;0
65.2;1634820600000;21 окт. 2021 г.;17:50;501;22.6;56.29999923706055;50.79999923706055;18.0;2.7;8;1466
64.7;1635378840000;28 окт. 2021 г.;04:54;471;22.4;56.79999923706055;50.79999923706055;17.299999237060547;2.7;8;1459
64.4;1635678600000;31 окт. 2021 г.;16:10;500;22.3;56.70000076293945;50.5;17.299999237060547;2.7;7;1454
63.8;1635927420000;3 нояб. 2021 г.;13:17;486;22.1;57.099998474121094;50.400001525878906;16.700000762939453;2.7;7;1445
64.9;1636249440000;7 нояб. 2021 г.;06:44;490;22.5;56.5;50.70000076293945;17.600000381469727;2.7;8;1462
64.9;1636749900000;13 нояб. 2021 г.;01:45;475;22.5;56.599998474121094;50.79999923706055;17.5;2.7;8;1462
64.9;1637145780000;17 нояб. 2021 г.;15:43;485;22.5;56.599998474121094;50.79999923706055;17.600000381469727;2.7;8;1462
65.4;1638238680000;30 нояб. 2021 г.;07:18;491;22.6;56.20000076293945;50.900001525878906;18.0;2.7;8;1469
66.1;1638653438069;5 дек. 2021 г.;02:30;457;22.9;56.099998474121094;51.29999923706055;18.200000762939453;2.8;8;1480
66.1;1638653520000;5 дек. 2021 г.;02:32;457;22.9;56.099998474121094;51.29999923706055;18.299999237060547;2.7;8;1471
65.2;1639131240000;10 дек. 2021 г.;15:14;486;22.6;56.29999923706055;50.79999923706055;17.899999618530273;2.7;8;1457
66.1;1640518200000;26 дек. 2021 г.;16:30;468;22.9;56.0;51.20000076293945;18.399999618530273;2.7;8;1471
66.1;1640861400000;30 дек. 2021 г.;15:50;489;22.9;55.79999923706055;51.099998474121094;18.600000381469727;2.7;8;1471
65.6;1640975160000;31 дек. 2021 г.;23:26;489;22.7;56.099998474121094;50.900001525878906;18.200000762939453;2.7;8;1463
65.6;1641062280000;1 янв. 2022 г.;23:38;504;22.7;56.0;50.79999923706055;18.399999618530273;2.7;8;1463
66.7;1641641760000;8 янв. 2022 г.;16:36;480;23.1;55.599998474121094;51.29999923706055;19.0;2.7;9;1479
67.0;1641866853554;11 янв. 2022 г.;07:07;496;23.2;55.29999923706055;51.29999923706055;19.299999237060547;2.7;10;1484
66.0;1642381560000;17 янв. 2022 г.;06:06;487;22.8;55.900001525878906;51.099998474121094;18.5;2.7;8;1469
66.9;1642468080000;18 янв. 2022 г.;06:08;487;23.1;55.400001525878906;51.29999923706055;19.200000762939453;2.8;10;1482
66.5;1642498680000;18 янв. 2022 г.;14:38;477;23.0;55.70000076293945;51.29999923706055;18.799999237060547;2.7;9;1477
66.9;1642646160000;20 янв. 2022 г.;07:36;482;23.1;55.5;51.400001525878906;19.100000381469727;2.8;10;1482
66.5;1642677540000;20 янв. 2022 г.;16:19;485;23.01038;55.663604736328125;51.21528625488281;18.857717514038086;2.744332;9;0
67.1;1643183432012;26 янв. 2022 г.;12:50;476;23.2;55.400001525878906;51.5;19.200000762939453;2.8;10;1485
